person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
26,female,Associate,$75.756,3,MORTGAGE,$2.278,PERSONAL,"11,77","3,00%",3,660,No,0
24,female,Bachelor,$87.333,6,RENT,$8.000,DEBTCONSOLIDATION,"11,09","9,00%",3,645,Yes,0
23,female,High School,$81.721,0,MORTGAGE,$6.000,DEBTCONSOLIDATION,"10,22","7,00%",3,606,Yes,0
22,male,Master,$91.156,0,RENT,$8.000,MEDICAL,"5,99","9,00%",3,625,No,0
26,male,Associate,$102.934,5,MORTGAGE,$4.000,EDUCATION,"9,12","4,00%",3,686,Yes,0
27,female,Associate,$60.928,3,MORTGAGE,$7.500,PERSONAL,"10,99","12,00%",3,569,Yes,0
22,male,Associate,$31.182,1,RENT,$7.000,EDUCATION,"13,81","22,00%",3,499,Yes,0
24,male,Master,$43.277,0,RENT,$8.000,EDUCATION,"8,04","18,00%",3,689,No,0
25,male,High School,$51.740,0,RENT,$5.000,MEDICAL,"5,63","10,00%",3,618,Yes,0
26,male,Bachelor,$65.649,3,MORTGAGE,$10.000,EDUCATION,"8,2","15,00%",3,670,No,0
25,female,High School,$157.000,4,MORTGAGE,$3.000,PERSONAL,"8,43","2,00%",3,532,Yes,0
25,male,Master,$144.983,5,RENT,$25.110,EDUCATION,"11,1","17,00%",3,642,No,0
24,male,Bachelor,$115.022,1,RENT,$10.000,PERSONAL,"8,41","9,00%",3,617,No,0
25,male,High School,$99.489,4,RENT,$21.824,PERSONAL,"13,1","22,00%",3,544,Yes,0
22,female,Master,$99.790,4,MORTGAGE,$20.000,MEDICAL,"10,52","20,00%",3,556,Yes,0
26,female,High School,$85.137,5,RENT,$10.000,EDUCATION,"9,45","12,00%",3,697,No,0
24,female,Master,$62.130,0,MORTGAGE,$13.000,DEBTCONSOLIDATION,"11,91","21,00%",3,698,Yes,0
23,male,Bachelor,$91.008,0,RENT,$5.000,EDUCATION,"6,33","5,00%",3,620,Yes,0
25,female,Bachelor,$34.532,3,OWN,$9.765,EDUCATION,"7,82","28,00%",3,597,No,0
24,male,Bachelor,$110.207,4,MORTGAGE,$1.000,EDUCATION,"11,06","1,00%",3,653,No,0
24,female,Bachelor,$180.986,1,MORTGAGE,$25.000,DEBTCONSOLIDATION,"11,98","14,00%",3,671,No,0
24,male,Associate,$133.026,0,MORTGAGE,$25.000,PERSONAL,"10,78","19,00%",3,571,Yes,0
22,female,Associate,$69.694,0,MORTGAGE,$7.500,PERSONAL,"9,07","11,00%",3,611,Yes,0
24,male,Bachelor,$57.313,1,RENT,$12.000,MEDICAL,"12,33","21,00%",3,661,Yes,0
24,male,High School,$121.240,4,MORTGAGE,$5.000,PERSONAL,"7,43","4,00%",3,676,Yes,0
24,female,Bachelor,$51.350,2,RENT,$8.530,EDUCATION,"11,64","17,00%",3,711,No,0
26,male,Bachelor,$72.773,0,MORTGAGE,$1.800,PERSONAL,"12,13","2,00%",3,695,No,0
26,female,High School,$91.972,1,MORTGAGE,$15.000,PERSONAL,"14,1","16,00%",3,659,Yes,0
25,female,High School,$52.664,4,RENT,$5.000,MEDICAL,"7,41","9,00%",3,580,No,0
24,male,High School,$85.234,0,MORTGAGE,$6.000,EDUCATION,"5,62","7,00%",3,571,No,0
23,male,Master,$48.716,0,RENT,$6.000,MEDICAL,"7,74","12,00%",3,606,Yes,0
26,female,Bachelor,$61.091,5,MORTGAGE,$10.000,EDUCATION,"7,63","16,00%",3,598,Yes,0
24,male,High School,$42.840,0,RENT,$6.000,EDUCATION,"10,7","14,00%",3,587,Yes,0
23,male,Bachelor,$88.769,4,MORTGAGE,$7.000,VENTURE,"10,66","8,00%",3,670,Yes,0
23,female,Bachelor,$42.998,3,RENT,$1.500,EDUCATION,"8,91","3,00%",3,644,No,0
25,male,Associate,$56.083,4,RENT,$11.000,VENTURE,"12,35","20,00%",3,549,Yes,0
27,male,Bachelor,$41.515,6,RENT,$7.000,VENTURE,"8,14","17,00%",3,677,No,0
25,male,High School,$37.145,3,RENT,$6.000,MEDICAL,"7,81","16,00%",3,546,Yes,0
24,male,High School,$123.680,4,RENT,$23.942,DEBTCONSOLIDATION,"9,82","19,00%",3,681,Yes,0
23,female,High School,$73.077,0,RENT,$3.600,EDUCATION,"8,61","5,00%",3,586,Yes,0
23,female,High School,$69.696,0,RENT,$9.000,DEBTCONSOLIDATION,"6,63","13,00%",3,622,Yes,0
25,male,High School,$49.096,2,RENT,$10.000,VENTURE,"12,06","20,00%",3,625,No,0
24,male,High School,$42.906,0,RENT,$8.000,VENTURE,"11,53","19,00%",3,634,Yes,0
26,female,High School,$85.056,4,MORTGAGE,$1.000,VENTURE,"12,05","1,00%",3,622,Yes,0
25,male,Associate,$108.731,0,MORTGAGE,$18.000,HOMEIMPROVEMENT,"9,27","17,00%",3,630,Yes,0
24,male,Master,$50.241,2,MORTGAGE,$6.000,EDUCATION,"10,37","12,00%",3,700,Yes,0
26,female,High School,$61.015,3,MORTGAGE,$9.000,PERSONAL,"7,66","15,00%",3,647,Yes,0
23,female,Bachelor,$51.147,0,MORTGAGE,$3.500,PERSONAL,"9,7","7,00%",3,696,No,0
24,female,High School,$116.619,3,MORTGAGE,$10.000,HOMEIMPROVEMENT,"13,45","9,00%",3,656,Yes,0
22,male,Bachelor,$90.914,0,RENT,$5.000,VENTURE,"11,2","5,00%",3,654,No,0
22,female,Bachelor,$60.926,0,RENT,$10.000,EDUCATION,"11,45","16,00%",3,612,Yes,0
24,male,Associate,$86.139,5,RENT,$4.899,MEDICAL,"12,27","6,00%",3,636,Yes,0
24,male,High School,$63.972,0,MORTGAGE,$7.000,HOMEIMPROVEMENT,"6,38","11,00%",3,642,No,0
25,male,Associate,$57.344,1,RENT,$6.000,DEBTCONSOLIDATION,"11,66","10,00%",3,626,No,0
23,male,Bachelor,$87.538,0,OWN,$16.000,EDUCATION,"10,76","18,00%",3,651,Yes,0
24,female,Bachelor,$73.956,0,RENT,$6.884,EDUCATION,"10,26","9,00%",3,570,Yes,0
23,male,Associate,$36.995,0,RENT,$5.000,EDUCATION,"10,44","14,00%",3,624,Yes,0
22,female,High School,$66.876,1,RENT,$7.500,DEBTCONSOLIDATION,"7,68","11,00%",3,520,Yes,0
22,male,High School,$144.618,2,RENT,$10.000,DEBTCONSOLIDATION,"10,02","7,00%",3,611,Yes,0
23,male,High School,$66.991,0,MORTGAGE,$5.000,VENTURE,"7,07","7,00%",3,668,Yes,0
25,male,Master,$111.498,3,MORTGAGE,$5.779,VENTURE,"11,8","5,00%",3,627,No,0
23,female,Master,$80.049,0,MORTGAGE,$12.000,VENTURE,"7,51","15,00%",3,584,Yes,0
23,male,Master,$66.821,0,RENT,$10.000,EDUCATION,"10,61","15,00%",3,703,Yes,0
23,male,Bachelor,$102.918,0,MORTGAGE,$5.000,EDUCATION,"13,54","5,00%",3,585,No,0
21,male,Bachelor,$35.643,0,RENT,$8.000,MEDICAL,"8,9","22,00%",3,625,Yes,0
23,male,Associate,$63.046,1,RENT,$8.400,VENTURE,"9,35","13,00%",3,441,Yes,0
24,male,Master,$57.559,2,RENT,$5.000,MEDICAL,"12,18","9,00%",3,690,No,0
25,female,High School,$145.187,0,RENT,$12.000,PERSONAL,"7,4","8,00%",3,684,No,0
23,male,Master,$133.175,0,MORTGAGE,$20.000,EDUCATION,"12,38","15,00%",3,611,No,0
23,male,High School,$43.079,1,RENT,$3.500,MEDICAL,"11,88","8,00%",3,588,No,0
22,female,High School,$72.930,0,RENT,$10.000,MEDICAL,12,"14,00%",3,655,No,0
26,male,Associate,$64.181,5,MORTGAGE,$15.247,PERSONAL,"9,64","24,00%",3,630,No,0
23,female,Master,$72.730,0,MORTGAGE,$8.000,EDUCATION,"8,11","11,00%",3,476,Yes,0
23,female,High School,$85.220,1,MORTGAGE,$3.500,DEBTCONSOLIDATION,"5,42","4,00%",3,630,Yes,0
24,female,High School,$44.584,0,RENT,$6.500,MEDICAL,"6,12","15,00%",3,634,Yes,0
25,female,High School,$48.924,0,RENT,$7.000,DEBTCONSOLIDATION,"9,26","14,00%",3,624,Yes,0
22,female,High School,$73.029,0,MORTGAGE,$6.825,PERSONAL,"8,13","9,00%",3,590,Yes,0
22,female,Bachelor,$35.537,0,RENT,$3.000,VENTURE,"10,84","8,00%",3,697,Yes,0
24,male,Associate,$271.098,3,MORTGAGE,$7.098,DEBTCONSOLIDATION,"9,27","3,00%",3,604,No,0
25,female,High School,$144.833,1,MORTGAGE,$6.000,EDUCATION,11,"4,00%",3,538,Yes,0
23,male,High School,$95.988,0,MORTGAGE,$3.919,VENTURE,"9,21","4,00%",3,617,No,0
27,female,High School,$47.927,1,MORTGAGE,$8.000,VENTURE,"6,74","17,00%",3,599,No,0
24,male,Master,$63.554,0,RENT,$8.000,EDUCATION,"12,45","13,00%",3,669,No,0
26,male,Master,$58.280,3,RENT,$9.000,PERSONAL,"12,59","15,00%",3,630,No,0
23,male,High School,$87.486,1,MORTGAGE,$5.000,EDUCATION,"12,53","6,00%",3,682,Yes,0
25,female,High School,$67.302,3,RENT,$10.000,VENTURE,"13,8","15,00%",3,598,Yes,0
26,male,Associate,$48.887,4,RENT,$12.000,MEDICAL,"10,3","25,00%",3,685,Yes,0
25,male,Bachelor,$42.105,2,RENT,$5.000,VENTURE,"10,99","12,00%",3,633,No,0
26,female,Bachelor,$83.018,2,MORTGAGE,$12.000,DEBTCONSOLIDATION,"10,55","14,00%",3,652,No,0
26,female,Bachelor,$70.736,3,RENT,$11.968,MEDICAL,"10,08","17,00%",3,634,No,0
23,female,High School,$124.278,0,MORTGAGE,$4.000,VENTURE,"13,43","3,00%",3,657,Yes,0
23,male,High School,$134.949,0,RENT,$12.000,EDUCATION,"12,4","9,00%",3,528,Yes,0
25,female,Associate,$63.960,2,RENT,$7.000,DEBTCONSOLIDATION,"11,6","11,00%",3,543,No,0
24,female,Bachelor,$102.652,0,MORTGAGE,$4.371,PERSONAL,"8,45","4,00%",3,679,No,0
23,female,Associate,$90.949,4,RENT,$7.546,VENTURE,"10,35","8,00%",3,675,Yes,0
24,female,Associate,$72.671,0,MORTGAGE,$3.999,HOMEIMPROVEMENT,"7,96","6,00%",3,694,No,0
22,female,High School,$22.429,2,RENT,$2.400,MEDICAL,"14,22","11,00%",3,659,Yes,0
24,male,Associate,$48.951,0,MORTGAGE,$5.000,MEDICAL,"5,73","10,00%",3,593,Yes,0
24,female,Master,$104.719,1,RENT,$12.200,HOMEIMPROVEMENT,"7,29","12,00%",3,681,Yes,0
24,male,Associate,$84.630,2,MORTGAGE,$6.000,VENTURE,"7,66","7,00%",3,595,No,0
24,female,Associate,$114.831,0,MORTGAGE,$6.468,EDUCATION,"8,3","6,00%",3,469,Yes,0
24,female,Bachelor,$51.392,2,MORTGAGE,$3.000,MEDICAL,"6,91","6,00%",3,666,Yes,0
25,male,Bachelor,$59.038,4,MORTGAGE,$24.339,HOMEIMPROVEMENT,"10,88","41,00%",3,498,Yes,0
24,male,Associate,$54.606,1,MORTGAGE,$5.000,EDUCATION,"10,96","9,00%",3,675,No,0
24,female,High School,$84.916,0,RENT,$13.000,EDUCATION,"7,98","15,00%",3,707,No,0
24,male,Associate,$145.280,6,OWN,$15.195,PERSONAL,"12,59","10,00%",3,693,No,0
23,female,Master,$36.974,3,RENT,$5.886,EDUCATION,"7,38","16,00%",3,602,Yes,0
24,male,Bachelor,$72.949,4,MORTGAGE,$10.000,PERSONAL,"11,67","14,00%",3,651,Yes,0
25,male,Associate,$361.124,1,MORTGAGE,$24.223,MEDICAL,"18,68","7,00%",3,601,Yes,0
25,female,High School,$104.506,2,RENT,$12.109,EDUCATION,"9,88","12,00%",3,673,Yes,0
23,male,High School,$222.351,3,MORTGAGE,$24.822,HOMEIMPROVEMENT,"11,3","11,00%",3,643,No,0
26,male,Associate,$46.508,2,RENT,$8.913,DEBTCONSOLIDATION,"7,35","19,00%",3,525,Yes,0
24,male,Associate,$64.434,0,RENT,$10.000,DEBTCONSOLIDATION,"15,52","16,00%",3,687,Yes,0
26,male,High School,$83.926,3,RENT,$11.000,PERSONAL,11,"13,00%",3,669,Yes,0
23,female,High School,$46.673,0,RENT,$8.000,MEDICAL,"11,38","17,00%",3,594,Yes,0
25,female,High School,$78.616,0,RENT,$6.000,EDUCATION,"13,87","8,00%",3,632,Yes,0
26,male,Bachelor,$74.153,2,MORTGAGE,$2.010,EDUCATION,"7,89","3,00%",3,684,No,0
25,male,Bachelor,$65.652,1,MORTGAGE,$9.533,PERSONAL,"13,57","15,00%",3,655,Yes,0
25,male,Associate,$66.018,3,MORTGAGE,$4.000,PERSONAL,"10,09","6,00%",3,657,No,0
22,female,Bachelor,$54.798,0,RENT,$10.000,EDUCATION,"11,01","18,00%",3,647,Yes,0
24,male,Bachelor,$63.295,4,MORTGAGE,$5.000,PERSONAL,"14,22","8,00%",3,567,No,0
25,female,Bachelor,$63.626,3,OWN,$8.496,VENTURE,"10,67","13,00%",3,661,No,0
23,female,Bachelor,$33.392,3,MORTGAGE,$2.955,PERSONAL,"10,88","9,00%",3,670,Yes,0
23,female,Associate,$91.117,0,RENT,$8.000,DEBTCONSOLIDATION,"8,42","9,00%",3,655,Yes,0
25,female,Bachelor,$76.442,3,MORTGAGE,$24.909,EDUCATION,"11,27","33,00%",3,647,Yes,0
23,male,High School,$34.534,0,RENT,$8.500,VENTURE,"6,24","25,00%",3,515,Yes,0
24,female,High School,$126.877,0,MORTGAGE,$9.865,EDUCATION,"9,76","8,00%",3,620,Yes,0
25,female,Bachelor,$45.231,1,RENT,$7.000,PERSONAL,"12,85","15,00%",3,637,Yes,0
24,female,High School,$68.027,1,MORTGAGE,$3.445,PERSONAL,"10,39","5,00%",3,573,No,0
26,female,Bachelor,$105.449,1,MORTGAGE,$2.183,EDUCATION,"10,21","2,00%",3,512,Yes,0
26,male,High School,$215.048,3,MORTGAGE,$8.000,PERSONAL,"15,06","4,00%",3,631,Yes,0
24,male,High School,$60.838,0,RENT,$15.000,MEDICAL,"6,92","25,00%",3,558,Yes,0
26,male,High School,$67.062,2,MORTGAGE,$6.500,EDUCATION,"11,29","10,00%",3,600,Yes,0
27,male,Master,$80.173,4,MORTGAGE,$2.885,VENTURE,"7,33","4,00%",3,712,Yes,0
25,female,Bachelor,$64.146,2,MORTGAGE,$7.200,VENTURE,"10,28","11,00%",3,625,Yes,0
22,male,High School,$51.465,0,RENT,$12.854,MEDICAL,"15,24","25,00%",3,556,No,1
24,male,Associate,$19.009,1,RENT,$3.187,EDUCATION,"11,86","17,00%",3,587,No,1
24,female,High School,$103.919,1,MORTGAGE,$4.078,DEBTCONSOLIDATION,"13,05","4,00%",3,614,No,1
26,female,Associate,$45.526,0,RENT,$14.000,PERSONAL,"9,89","31,00%",3,666,No,1
24,male,Associate,$56.864,0,RENT,$8.288,MEDICAL,"16,42","15,00%",3,643,No,1
23,male,Associate,$56.412,4,RENT,$18.218,DEBTCONSOLIDATION,"10,74","32,00%",3,582,No,1
23,female,Master,$112.860,0,RENT,$30.000,MEDICAL,14,"27,00%",3,678,No,1
24,female,Associate,$44.029,0,RENT,$15.000,VENTURE,"12,85","34,00%",3,633,No,1
22,female,Bachelor,$37.220,0,RENT,$12.000,EDUCATION,"13,65","32,00%",3,641,No,1
25,male,Associate,$36.934,3,RENT,$6.000,DEBTCONSOLIDATION,"13,66","16,00%",3,676,No,1
26,male,Associate,$38.490,2,RENT,$8.000,MEDICAL,"13,99","21,00%",3,602,No,1
22,female,High School,$44.043,0,RENT,$18.401,PERSONAL,"11,18","42,00%",3,687,No,1
23,male,High School,$31.976,0,RENT,$2.070,DEBTCONSOLIDATION,"11,3","6,00%",3,622,No,1
22,male,Bachelor,$37.217,2,RENT,$12.000,EDUCATION,"10,23","32,00%",3,649,No,1
24,female,Associate,$94.805,2,RENT,$24.073,PERSONAL,"14,98","25,00%",3,642,No,1
22,male,Master,$44.068,3,RENT,$9.988,EDUCATION,"15,33","23,00%",3,651,No,1
25,male,Associate,$19.980,1,RENT,$4.583,VENTURE,"9,38","23,00%",3,637,No,1
23,male,Bachelor,$80.565,0,MORTGAGE,$30.000,MEDICAL,"14,48","37,00%",3,661,No,1
21,male,Associate,$22.655,0,RENT,$5.000,EDUCATION,"12,2","22,00%",3,619,No,1
26,female,Associate,$100.914,5,RENT,$25.000,EDUCATION,"12,52","25,00%",3,611,No,1
24,male,Master,$42.006,0,RENT,$9.000,DEBTCONSOLIDATION,"16,46","21,00%",3,648,No,1
23,female,Associate,$21.153,0,OWN,$5.836,VENTURE,"10,93","28,00%",3,687,No,1
23,female,Bachelor,$56.576,0,RENT,$18.066,DEBTCONSOLIDATION,"10,72","32,00%",3,559,No,1
23,male,High School,$19.598,0,RENT,$5.500,PERSONAL,"11,05","28,00%",3,629,No,1
25,male,High School,$71.806,1,RENT,$15.000,DEBTCONSOLIDATION,"15,3","21,00%",3,614,No,1
23,male,Bachelor,$15.612,4,RENT,$3.000,EDUCATION,"8,74","19,00%",3,676,No,1
24,male,High School,$39.527,0,RENT,$15.000,EDUCATION,"13,09","38,00%",3,655,No,1
24,male,Master,$91.154,0,RENT,$14.643,HOMEIMPROVEMENT,"12,29","16,00%",3,661,No,1
24,female,Associate,$95.783,2,RENT,$6.465,PERSONAL,"12,11","7,00%",3,656,No,1
25,female,Associate,$47.763,6,RENT,$16.000,VENTURE,"16,38","33,00%",3,629,No,1
23,female,Bachelor,$64.577,0,RENT,$17.312,DEBTCONSOLIDATION,"7,94","27,00%",3,667,No,1
22,female,High School,$22.513,0,RENT,$6.000,VENTURE,"7,61","27,00%",3,648,No,1
23,female,Associate,$24.183,0,RENT,$3.000,PERSONAL,"9,99","12,00%",3,644,No,1
24,female,Master,$106.518,0,RENT,$29.645,MEDICAL,"17,07","28,00%",3,653,No,1
25,female,High School,$71.453,1,RENT,$5.000,EDUCATION,"15,62","7,00%",3,582,No,1
25,male,High School,$54.981,1,RENT,$14.500,PERSONAL,"11,81","26,00%",3,620,No,1
26,female,High School,$51.520,2,RENT,$4.856,EDUCATION,"13,37","9,00%",3,646,No,1
24,female,Master,$90.458,3,RENT,$24.000,DEBTCONSOLIDATION,"10,75","27,00%",3,561,No,1
26,female,High School,$13.998,3,RENT,$3.390,EDUCATION,"11,16","24,00%",3,639,No,1
26,female,High School,$51.277,0,MORTGAGE,$3.195,DEBTCONSOLIDATION,"15,44","6,00%",3,656,No,1
22,female,Bachelor,$44.842,1,RENT,$18.649,PERSONAL,"7,83","42,00%",3,538,No,1
24,male,Bachelor,$59.500,0,MORTGAGE,$8.129,EDUCATION,"10,54","14,00%",3,674,No,1
24,female,Bachelor,$23.146,0,RENT,$4.500,EDUCATION,"9,3","19,00%",3,667,No,1
25,male,High School,$76.016,4,RENT,$20.000,VENTURE,"12,91","26,00%",3,501,No,1
26,female,Bachelor,$30.722,5,RENT,$6.064,MEDICAL,"16,12","20,00%",3,654,No,1
23,female,Associate,$40.544,1,RENT,$3.393,HOMEIMPROVEMENT,"8,3","8,00%",3,667,No,1
24,female,Associate,$48.148,4,RENT,$3.250,MEDICAL,"9,3","7,00%",3,543,No,1
23,female,High School,$76.232,0,RENT,$24.965,MEDICAL,"14,2","33,00%",3,590,No,1
24,female,Bachelor,$71.746,3,RENT,$16.000,MEDICAL,"16,39","22,00%",3,561,No,1
23,female,Master,$73.056,2,RENT,$25.454,PERSONAL,11,"35,00%",3,578,No,1
22,male,Associate,$18.195,0,RENT,$6.178,EDUCATION,"13,35","34,00%",3,656,No,1
22,male,High School,$41.815,1,RENT,$7.500,DEBTCONSOLIDATION,"14,06","18,00%",3,479,No,1
24,male,Master,$73.172,3,RENT,$25.000,PERSONAL,"11,01","34,00%",3,618,No,1
26,male,High School,$65.559,5,MORTGAGE,$8.500,DEBTCONSOLIDATION,"13,69","13,00%",3,600,No,1
25,male,Bachelor,$72.080,6,RENT,$21.380,MEDICAL,"16,78","30,00%",3,660,No,1
25,female,Bachelor,$68.490,5,RENT,$3.805,DEBTCONSOLIDATION,"15,09","6,00%",3,568,No,1
23,female,Associate,$24.121,0,RENT,$6.000,HOMEIMPROVEMENT,"9,14","25,00%",3,624,No,1
25,male,High School,$39.484,4,MORTGAGE,$2.500,HOMEIMPROVEMENT,"16,45","6,00%",3,638,No,1
26,female,Bachelor,$22.664,1,RENT,$8.619,DEBTCONSOLIDATION,"13,57","38,00%",3,618,No,1
24,male,High School,$27.071,1,RENT,$8.000,MEDICAL,"13,03","30,00%",3,610,No,1
25,male,Bachelor,$99.389,3,MORTGAGE,$15.000,MEDICAL,"17,31","15,00%",3,684,No,1
23,female,Bachelor,$41.907,0,RENT,$10.000,HOMEIMPROVEMENT,"11,1","24,00%",3,636,No,1
23,male,High School,$42.079,0,RENT,$18.323,VENTURE,"10,38","44,00%",3,694,No,1
21,male,Associate,$39.370,0,RENT,$15.000,DEBTCONSOLIDATION,"11,93","38,00%",3,654,No,1
25,female,Associate,$77.829,2,MORTGAGE,$14.000,DEBTCONSOLIDATION,"14,89","18,00%",3,668,No,1
23,female,Master,$42.058,1,RENT,$1.758,DEBTCONSOLIDATION,"11,84","4,00%",3,593,No,1
24,male,Associate,$8.277,1,RENT,$1.168,VENTURE,"11,78","14,00%",3,600,No,1
23,female,Bachelor,$26.869,0,RENT,$5.264,PERSONAL,"12,14","20,00%",3,676,No,1
23,male,High School,$36.902,0,RENT,$10.000,HOMEIMPROVEMENT,"14,01","27,00%",3,660,No,1
26,female,High School,$89.798,3,RENT,$24.000,DEBTCONSOLIDATION,"10,76","27,00%",3,585,No,1
23,female,Associate,$65.900,0,RENT,$6.000,DEBTCONSOLIDATION,"15,77","9,00%",3,472,No,1
26,male,Associate,$73.025,3,RENT,$24.000,VENTURE,"7,9","33,00%",3,674,No,1
25,male,Associate,$56.079,6,RENT,$6.657,DEBTCONSOLIDATION,"10,43","12,00%",3,606,No,1
24,male,High School,$55.152,1,RENT,$15.000,DEBTCONSOLIDATION,"11,62","27,00%",3,650,No,1
22,male,Associate,$72.012,0,RENT,$5.000,EDUCATION,"12,72","7,00%",3,599,No,1
24,female,Associate,$38.519,2,RENT,$1.358,EDUCATION,"15,7","4,00%",3,677,No,1
22,male,Associate,$88.489,0,RENT,$9.901,PERSONAL,"15,95","11,00%",3,630,No,1
24,male,High School,$106.135,0,MORTGAGE,$18.040,EDUCATION,"7,71","17,00%",3,609,No,1
25,male,Bachelor,$24.072,5,RENT,$6.250,HOMEIMPROVEMENT,"14,8","26,00%",3,663,No,1
21,male,Master,$9.605,0,RENT,$2.522,MEDICAL,"12,7","26,00%",3,705,No,1
25,female,Associate,$27.157,3,RENT,$4.504,PERSONAL,"16,38","17,00%",3,634,No,1
26,male,Bachelor,$101.733,5,RENT,$15.000,DEBTCONSOLIDATION,16,"15,00%",3,644,No,1
22,female,High School,$22.323,0,RENT,$3.000,DEBTCONSOLIDATION,"11,71","13,00%",3,674,No,1
23,male,Bachelor,$61.103,1,RENT,$25.000,VENTURE,"9,03","41,00%",3,687,No,1
23,female,High School,$60.511,0,RENT,$25.000,VENTURE,"8,08","41,00%",3,628,No,1
23,female,High School,$65.782,1,RENT,$7.000,DEBTCONSOLIDATION,"15,02","11,00%",3,580,No,1
24,female,Associate,$12.272,3,RENT,$2.100,DEBTCONSOLIDATION,"12,21","17,00%",3,599,No,1
24,male,Associate,$36.912,2,RENT,$3.000,DEBTCONSOLIDATION,"13,5","8,00%",3,580,No,1
25,male,Bachelor,$94.422,6,MORTGAGE,$9.000,DEBTCONSOLIDATION,"11,78","10,00%",3,586,No,1
24,female,Master,$64.741,2,RENT,$17.502,MEDICAL,"6,55","27,00%",3,644,No,1
23,male,Master,$130.687,1,RENT,$10.000,DEBTCONSOLIDATION,"11,07","8,00%",3,621,No,1
24,female,High School,$35.838,0,RENT,$6.000,MEDICAL,"10,86","17,00%",3,503,No,1
24,female,High School,$27.656,0,RENT,$5.536,PERSONAL,"12,41","20,00%",3,657,No,1
25,female,Bachelor,$37.132,5,RENT,$6.000,DEBTCONSOLIDATION,"16,37","16,00%",3,634,No,1
26,female,High School,$139.238,4,MORTGAGE,$5.330,VENTURE,"10,68","4,00%",3,621,No,1
25,female,Bachelor,$19.021,4,RENT,$4.761,VENTURE,"8,49","25,00%",3,655,No,1
26,male,Associate,$54.004,1,RENT,$10.000,PERSONAL,"15,46","19,00%",3,664,No,1
23,female,Bachelor,$43.250,2,RENT,$5.000,EDUCATION,"12,98","12,00%",3,567,No,1
26,male,Bachelor,$179.907,2,MORTGAGE,$8.508,DEBTCONSOLIDATION,"17,42","5,00%",3,648,No,1
24,male,Bachelor,$40.927,0,RENT,$2.800,PERSONAL,16,"7,00%",3,591,No,1
26,female,Master,$39.651,4,RENT,$1.580,HOMEIMPROVEMENT,"13,55","4,00%",3,639,No,1
23,female,Associate,$38.218,0,RENT,$10.000,VENTURE,"7,7","26,00%",3,597,No,1
24,male,High School,$36.794,3,RENT,$8.000,HOMEIMPROVEMENT,"10,57","22,00%",3,537,No,1
25,female,Associate,$70.915,0,MORTGAGE,$5.160,MEDICAL,"14,59","7,00%",3,670,No,1
24,female,High School,$38.146,5,RENT,$15.060,MEDICAL,"14,38","39,00%",3,669,No,1
23,male,High School,$39.487,0,RENT,$4.882,VENTURE,"14,25","12,00%",3,664,No,1
22,male,Bachelor,$34.742,2,RENT,$8.000,EDUCATION,"14,18","23,00%",3,648,No,1
23,female,High School,$64.739,0,RENT,$21.240,PERSONAL,"10,71","33,00%",3,685,No,1
27,female,Associate,$39.163,7,RENT,$3.212,DEBTCONSOLIDATION,"9,92","8,00%",3,662,No,1
23,male,High School,$40.156,1,RENT,$10.000,VENTURE,"11,17","25,00%",3,665,No,1
23,female,Associate,$59.767,0,MORTGAGE,$15.000,MEDICAL,"18,92","25,00%",3,612,No,1
22,female,High School,$22.543,0,RENT,$3.579,HOMEIMPROVEMENT,"11,54","16,00%",3,632,No,1
25,female,Master,$12.979,4,OWN,$5.365,HOMEIMPROVEMENT,"11,52","41,00%",3,478,No,1
25,male,Associate,$79.614,2,RENT,$24.250,EDUCATION,"15,64","30,00%",3,545,No,1
22,male,Master,$54.062,0,RENT,$4.500,DEBTCONSOLIDATION,"9,79","8,00%",3,567,No,1
23,female,High School,$24.007,0,RENT,$6.000,MEDICAL,"13,59","25,00%",3,598,No,1
25,female,Bachelor,$30.145,3,RENT,$1.346,EDUCATION,"12,5","4,00%",3,577,No,1
25,male,Master,$28.752,0,RENT,$8.000,EDUCATION,"13,54","28,00%",3,676,No,1
22,female,Master,$47.648,0,RENT,$10.000,PERSONAL,"14,22","21,00%",3,613,No,1
23,female,Associate,$130.687,2,RENT,$10.000,DEBTCONSOLIDATION,"11,01","8,00%",3,675,No,1
23,male,High School,$48.917,1,RENT,$13.249,PERSONAL,"16,53","27,00%",3,608,No,1
24,male,Associate,$44.154,0,RENT,$6.727,DEBTCONSOLIDATION,"11,45","15,00%",3,719,No,1
23,male,High School,$90.662,3,MORTGAGE,$7.661,DEBTCONSOLIDATION,"11,35","8,00%",3,657,No,1
23,male,Bachelor,$48.938,2,RENT,$12.800,VENTURE,"11,23","26,00%",3,494,No,1
26,male,Associate,$41.845,3,RENT,$6.957,DEBTCONSOLIDATION,"15,18","17,00%",3,637,No,1
24,male,High School,$50.080,5,RENT,$15.337,DEBTCONSOLIDATION,"12,81","31,00%",3,545,No,1
26,male,High School,$31.176,2,RENT,$8.500,MEDICAL,"11,71","27,00%",3,581,No,1
24,female,Associate,$16.640,0,RENT,$2.441,VENTURE,"14,27","15,00%",3,618,No,1
26,male,Associate,$30.991,5,RENT,$9.995,HOMEIMPROVEMENT,"13,94","32,00%",3,593,No,1
